2474,1232
2484,1244
2489,1267
2484,1288
2472,1313
2487,1343
2484,1374
2476,1396
2482,1423
2492,1456
2480,1479
2476,1503
2484,1528
2484,1556
2483,1573
2482,1595
2484,1625
2483,1643
2476,1660
2480,1685
2484,1706
2479,1720
2485,1739
2488,1764
2480,1781
2485,1790
2485,1810
2484,1832
2478,1844
2479,1857
1238,1879
1234,1888
1235,1874
1232,1870
1241,1864
1233,1845
1226,1829
1239,1817
1240,1806
1232,1784
1236,1769
1238,1764
1234,1749
1230,1730
1236,1716
1241,1709
1238,1690
1230,1676
1240,1672
1235,1664
1232,1643
1238,1634
1237,1628
1237,1618
1230,1604
1232,1600
1236,1590
1232,1574
1235,1568
1242,1566
1235,1553
1231,1543
1238,1536
1235,1533
1236,1516
1234,1511
1241,1510
1233,1500
1228,1490
1238,1485
2488,1488
2479,1482
2482,1489
2484,1518
2485,1536
2474,1551
2487,1576
2492,1604
2478,1618
2479,1643
2488,1668
2480,1691
2484,1704
2481,1724
2488,1752
2484,1765
2478,1783
2480,1800
2484,1824
2480,1835
2478,1851
2484,1875
2482,1888
2479,1898
2485,1913
2488,1932
2482,1941
2486,1953
2484,1973
2485,1986
2474,1991
2487,2006
2489,2023
2479,2031
2489,2039
2485,2059
2480,2068
2483,2072
2482,2082
2485,2100
2477,2107
2473,2113
2489,2125
2482,2136
2476,2141
2487,2147
2486,2159
2476,2170
2482,2172
2481,2181
2486,2196
2480,2194
2479,2201
2486,2215
2480,2221
2480,2223
2485,2228
2492,2241
2481,2244
2485,2248
1236,2260
1236,2257
1233,2238
1238,2216
1241,2200
1236,2176
1226,2147
1234,2127
1239,2106
1234,2073
2487,2053
2489,2048
2476,2042
2479,2043
2488,2050
2483,2060
2483,2072
2482,2076
2482,2095
2484,2102
2474,2104
2485,2116
2489,2134
2477,2143
2487,2148
2482,2164
2480,2172
2483,2172
2484,2182
2485,2198
2478,2201
2476,2206
2486,2216
2481,2227
2479,2228
2483,2235
2484,2249
2485,2253
2478,2253
2476,2261
1236,2272
1234,2260
1235,2249
1236,2236
1235,2211
1230,2183
1238,2157
1239,2137
1235,2112
1230,2085
1236,2068
1240,2045
1232,2019
1237,1997
1239,1984
1235,1961
1227,1941
1238,1925
1239,1908
1230,1885
1235,1864
1237,1860
1236,1841
1228,1821
1239,1806
1242,1794
1232,1780
1237,1763
1236,1759
1235,1744
2478,1723
2484,1720
2489,1730
2480,1742
2480,1752
2487,1774
2480,1790
2481,1800
2481,1822
2485,1846
1233,1856
1230,1861
1236,1865
1239,1858
1235,1839
1236,1828
1241,1819
1234,1803
1228,1787
1240,1772
1240,1763
1234,1743
1239,1731
1237,1724
1235,1712
1230,1692
1239,1682
1242,1676
1234,1662
1236,1647
2487,1643
2484,1643
2472,1643
2483,1659
2493,1682
2478,1697
2478,1709
2484,1737
2484,1755
2481,1770
2485,1787
2487,1814
2483,1827
2476,1843
2486,1860
2484,1878
2476,1890
2485,1905
2489,1928
2477,1941
2477,1949
2480,1963
2491,1981
2480,1989
2484,2002
2488,2021
2480,2033
2480,2038
2481,2051
2487,2070
2478,2076
2474,2086
2488,2100
2480,2112
2482,2114
2482,2125
2487,2138
2485,2146
2479,2152
2488,2163
2488,2175
2478,2176
2484,2184
2485,2201
2484,2208
2478,2206
2481,2219
2490,2228
2477,2230
2479,2237
1234,2249
1235,2246
1233,2226
1239,2209
1239,2193
1238,2163
1230,2138
1236,2119
1236,2096
1234,2068
1239,2043
1242,2032
1237,2007
1231,1980
1236,1964
1236,1950
1235,1925
1235,1907
1234,1897
1236,1875
1232,1854
