1261,1756
1265,1750
1257,1730
1256,1719
1248,1714
1245,1703
1242,1686
1249,1677
1253,1672
1249,1661
1243,1646
1249,1640
1244,1633
1237,1614
1241,1608
1242,1606
1237,1594
1232,1581
1239,1573
2271,1572
2267,1564
2269,1571
2269,1589
2266,1601
2260,1612
2269,1632
2266,1649
2779,1664
2782,1683
2788,1714
2778,1739
2776,1759
2783,1783
2789,1816
2007,1836
2006,1851
2008,1871
2006,1880
2003,1879
2009,1887
2015,1898
2007,1898
2646,1900
2652,1913
2648,1930
2644,1939
2651,1957
2656,1982
2651,1995
1936,2007
1943,2023
1945,2031
1942,2027
1945,2026
1948,2037
1943,2032
1937,2024
1587,2021
1592,2020
1589,2008
1591,1996
1590,1993
1586,1982
1581,1965
2443,1958
2446,1957
2438,1957
2438,1961
2442,1979
2439,1989
2435,1995
2443,2008
2871,2026
2867,2036
2870,2055
2870,2080
2868,2100
2867,2112
2871,2131
3087,2154
3081,2176
3078,2191
3086,2216
3082,2241
3079,2254
3081,2273
3084,2301
2156,2317
2151,2323
2161,2328
2164,2332
2156,2324
2160,2321
2160,2325
1693,2321
1691,2305
1698,2295
1699,2286
1694,2266
1697,2254
1696,2244
1694,2228
1459,2211
1464,2194
1469,2181
1463,2160
1463,2137
1464,2127
1463,2110
2373,2091
2381,2080
2389,2084
2377,2079
2375,2081
2380,2090
2376,2099
2374,2102
1811,2108
1817,2116
1807,2110
1802,2100
1809,2096
1805,2092
1803,2079
2555,2073
2555,2080
2546,2076
2544,2080
2553,2097
2553,2109
2550,2114
2551,2122
1896,2145
1890,2145
1886,2138
1899,2138
1898,2136
1891,2129
1891,2122
2597,2121
2593,2119
2589,2116
2593,2125
2598,2140
2590,2148
2589,2157
2597,2174
2941,2186
2936,2193
2946,2216
2947,2237
2940,2253
2940,2267
2946,2293
3115,2306
3112,2318
3118,2337
3121,2362
3114,2380
3110,2397
3121,2417
3120,2439
2174,2448
2176,2456
2177,2461
2173,2455
2168,2450
2179,2446
2185,2442
2730,2430
2732,2426
2737,2436
2732,2438
2732,2439
2736,2446
2736,2457
2731,2462
1984,2467
1989,2470
1986,2461
1978,2445
1985,2437
1989,2430
1983,2416
1611,2403
1610,2396
1608,2376
1604,2354
1613,2336
1615,2324
1608,2299
1603,2277
1422,2263
1424,2246
1419,2220
1423,2200
1426,2187
1420,2164
1414,2141
2360,2124
2361,2116
2360,2105
2361,2105
2360,2116
2356,2119
2352,2120
2357,2128
1803,2136
1796,2128
1799,2125
1800,2125
1795,2118
1788,2100
1796,2100
2552,2095
2545,2090
2543,2092
2550,2105
2546,2112
2538,2115
2545,2128
2551,2145
2916,2150
2915,2167
2920,2188
2917,2207
2914,2218
2921,2235
2923,2262
3106,2278
3101,2293
3109,2317
3108,2338
3102,2352
3110,2374
3113,2396
3106,2415
2167,2427
2173,2436
2171,2438
2170,2430
2171,2428
2177,2429
2170,2423
1699,2413
1704,2401
1706,2390
1698,2370
1701,2353
1707,2345
1704,2326
1698,2305
2497,2292
2505,2290
